,region,country,latidude,longitude,pytzname,timezone,dst,std,dst
Skane LanSE,Skane Lan,SE,55.429660797119141,13.820409774780273,Europe/Stockholm,1.0,1.0,CET,CEST
SkikdaDZ,Skikda,DZ,36.837631225585938,6.6401801109313965,Africa/Algiers,1.0,0.0,CET,CET
Skofja LokaSI,Skofja Loka,SI,46.165508270263672,14.306260108947756,Europe/Ljubljana,1.0,1.0,CET,CEST
SkofljicaSI,Skofljica,SI,45.983329772949219,14.576669692993164,Europe/Ljubljana,1.0,1.0,CET,CEST
SkrundasLV,Skrundas,LV,56.683330535888672,22.016670227050781,Europe/Riga,2.0,1.0,EET,EEST
SlaskiePL,Slaskie,PL,49.685291290283203,19.19243049621582,Europe/Warsaw,1.0,1.0,CET,CEST
SligoIE,Sligo,IE,54.269691467285156,-8.4694299697875977,Europe/Dublin,0.0,1.0,GMT,IST
SlivenBG,Sliven,BG,42.685829162597656,26.329170227050781,Europe/Sofia,2.0,1.0,EET,EEST
Slovenj GradecSI,Slovenj Gradec,SI,46.510280609130859,15.080559730529785,Europe/Ljubljana,1.0,1.0,CET,CEST
Slovenska BistricaSI,Slovenska Bistrica,SI,46.392780303955078,15.574440002441404,Europe/Ljubljana,1.0,1.0,CET,CEST
Slovenske KonjiceSI,Slovenske Konjice,SI,46.336669921875,15.425829887390135,Europe/Ljubljana,1.0,1.0,CET,CEST
SmolenskRU,Smolensk,RU,55.066669464111328,32.696388244628906,Europe/Moscow,3.0,0.0,MSK,MSK
SmolyanBG,Smolyan,BG,41.383331298828132,25.10000038146973,Europe/Sofia,2.0,1.0,EET,EEST
Soc TrangVN,Soc Trang,VN,9.2849998474121094,105.72444152832031,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Sodermanlands LanSE,Sodermanlands Lan,SE,59.043300628662102,15.873740196228027,Europe/Stockholm,1.0,1.0,CET,CEST
SofalaMZ,Sofala,MZ,-19.843610763549805,34.838890075683594,Africa/Maputo,2.0,0.0,CAT,CAT
SofiyaBG,Sofiya,BG,42.716670989990241,24.133329391479489,Europe/Sofia,2.0,1.0,EET,EEST
Sogn og FjordaneNO,Sogn og Fjordane,NO,61.087940216064453,6.5796999931335449,Europe/Oslo,1.0,1.0,CET,CEST
SokotoNG,Sokoto,NG,13.060919761657715,5.2390198707580566,Africa/Lagos,1.0,0.0,WAT,WAT
SololaGT,Solola,GT,14.75,-91.133331298828125,America/Guatemala,-6.0,0.0,CST,CST
SolothurnCH,Solothurn,CH,47.201728820800781,7.5664901733398429,Europe/Zurich,1.0,1.0,CET,CEST
SomogyHU,Somogy,HU,46.884880065917969,17.953659057617188,Europe/Budapest,1.0,1.0,CET,CEST
Son LaVN,Son La,VN,21.316669464111328,103.90000152587892,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Song BeVN,Song Be,VN,11.084159851074221,106.78833770751952,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
SongkhlaTH,Songkhla,TH,6.8293600082397452,100.9643096923828,Asia/Bangkok,7.0,0.0,ICT,ICT
SonoraMX,Sonora,MX,29.433330535888672,-110.40000152587892,America/Hermosillo,-7.0,0.0,MST,MST
SonsonateSV,Sonsonate,SV,13.718890190124512,-89.724166870117188,America/El_Salvador,-6.0,0.0,CST,CST
SopisteMK,Sopiste,MK,41.954719543457031,21.427499771118164,Europe/Skopje,1.0,1.0,CET,CEST
Sor-TrondelagNO,Sor-Trondelag,NO,63.430488586425781,10.395059585571287,Europe/Oslo,1.0,1.0,CET,CEST
SorocaMD,Soroca,MD,48.155830383300781,28.297500610351559,Europe/Chisinau,2.0,1.0,EET,EEST
SorsogonPH,Sorsogon,PH,12.64169979095459,123.90920257568359,Asia/Manila,8.0,0.0,PHT,PHT
SostanjSI,Sostanj,SI,46.380001068115213,15.048609733581545,Europe/Ljubljana,1.0,1.0,CET,CEST
Souk AhrasDZ,Souk Ahras,DZ,36.286388397216797,7.9511098861694336,Africa/Algiers,1.0,0.0,CET,CET
Souss-Massa-DrMA,Souss-Massa-Dr,MA,30.33241081237793,-5.8383998870849609,Africa/Casablanca,0.0,1.0,WET,WEST
SousseTN,Sousse,TN,35.825389862060547,10.636989593505859,Africa/Tunis,1.0,0.0,CET,CET
South AustraliaAU,South Australia,AU,-35.183330535888672,140.05000305175778,Australia/Adelaide,10.5,-1.0,ACDT,ACST
South CarolinaUS,South Carolina,US,34.994300842285163,-81.242019653320298,America/New_York,-5.0,1.0,EST,EDT
South CotabatoPH,South Cotabato,PH,5.8866701126098624,125.070556640625,Asia/Manila,8.0,0.0,PHT,PHT
South DakotaUS,South Dakota,US,42.871109008789055,-97.397277832031236,America/Chicago,-6.0,1.0,CST,CDT
South DarfurSD,South Darfur,SD,12.050000190734865,24.883329391479489,Africa/Khartoum,3.0,0.0,EAT,EAT
South DublinIE,South Dublin,IE,53.282779693603523,-6.4727802276611328,Europe/Dublin,0.0,1.0,GMT,IST
South Georgia and the South Sandwich IslandsGS,South Georgia and the South Sandwich Islands,GS,-54.281108856201172,-36.509201049804688,Atlantic/South_Georgia,-2.0,0.0,GST,GST
South KareliaFI,South Karelia,FI,60.799999237060547,28.0,Europe/Helsinki,2.0,1.0,EET,EEST
South KazakhstanKZ,South Kazakhstan,KZ,42.599441528320312,69.263328552246108,Asia/Almaty,6.0,0.0,ALMT,ALMT
South-EastBW,South-East,BW,-25.416669845581051,25.54999923706055,Africa/Gaborone,2.0,0.0,CAT,CAT
Southern LeytePH,Southern Leyte,PH,10.384699821472168,124.9813995361328,Asia/Manila,8.0,0.0,PHT,PHT
Southern OstrobothniaFI,Southern Ostrobothnia,FI,62.939579010009773,22.513059616088867,Europe/Helsinki,2.0,1.0,EET,EEST
Southern SavoniaFI,Southern Savonia,FI,62.126949310302741,27.462760925292969,Europe/Helsinki,2.0,1.0,EET,EEST
SouthernLK,Southern,LK,6.4253997802734375,79.994796752929702,Asia/Colombo,5.5,0.0,IST,IST
SouthernZM,Southern,ZM,-16.538179397583008,28.708759307861328,Africa/Lusaka,2.0,0.0,CAT,CAT
SouthlandNZ,Southland,NZ,-46.150001525878899,168.33332824707031,Pacific/Auckland,13.0,-1.0,NZDT,NZST
Splitsko-DalmatinskaHR,Splitsko-Dalmatinska,HR,43.533329010009773,16.466669082641598,Europe/Zagreb,1.0,1.0,CET,CEST
Stann CreekBZ,Stann Creek,BZ,16.969209671020508,-88.232063293457017,America/Belize,-6.0,0.0,CST,CST
Stara ZagoraBG,Stara Zagora,BG,42.432781219482415,25.641939163208011,Europe/Sofia,2.0,1.0,EET,EEST
Stavropol'RU,Stavropol',RU,44.139438629150391,43.019718170166016,Europe/Moscow,3.0,0.0,MSK,MSK
Stefan-VodaMD,Stefan-Voda,MD,46.515281677246101,29.663059234619141,Europe/Chisinau,2.0,1.0,EET,EEST
SteiermarkAT,Steiermark,AT,46.950000762939453,15.416669845581055,Europe/Vienna,1.0,1.0,CET,CEST
Stinga NistruluiMD,Stinga Nistrului,MD,46.840278625488281,29.643329620361328,Europe/Chisinau,2.0,1.0,EET,EEST
StipMK,Stip,MK,41.745830535888672,22.195829391479489,Europe/Skopje,1.0,1.0,CET,CEST
Stockholms LanSE,Stockholms Lan,SE,59.116668701171882,18.100000381469727,Europe/Stockholm,1.0,1.0,CET,CEST
StopinuLV,Stopinu,LV,56.941108703613281,24.28972053527832,Europe/Riga,2.0,1.0,EET,EEST
StoreSI,Store,SI,46.220829010009773,15.31389045715332,Europe/Ljubljana,1.0,1.0,CET,CEST
StraseniMD,Straseni,MD,47.141391754150391,28.610279083251953,Europe/Chisinau,2.0,1.0,EET,EEST
StrazaSI,Straza,SI,45.779998779296882,15.072779655456545,Europe/Ljubljana,1.0,1.0,CET,CEST
Stredocesky krajCZ,Stredocesky kraj,CZ,49.934661865234382,14.417690277099608,Europe/Prague,1.0,1.0,CET,CEST
StreymoyFO,Streymoy,FO,62.156391143798821,-7.1663899421691895,Atlantic/Faroe,0.0,1.0,WET,WEST
StrugaMK,Struga,MK,41.178058624267578,20.676109313964844,Europe/Skopje,1.0,1.0,CET,CEST
StrumicaMK,Strumica,MK,41.4375,22.643329620361328,Europe/Skopje,1.0,1.0,CET,CEST
StudenicaniMK,Studenicani,MK,41.915828704833984,21.530559539794922,Europe/Skopje,1.0,1.0,CET,CEST
SuceavaRO,Suceava,RO,47.349998474121094,25.366670608520511,Europe/Bucharest,2.0,1.0,EET,EEST
SuchitepequezGT,Suchitepequez,GT,14.533329963684082,-91.5,America/Guatemala,-6.0,0.0,CST,CST
SucreCO,Sucre,CO,9.5239200592040998,-75.581390380859375,America/Bogota,-5.0,0.0,COT,COT
SucreVE,Sucre,VE,10.463540077209473,-64.177497863769531,America/Caracas,-4.5,0.0,VET,VET
Sud-EstHT,Sud-Est,HT,18.234170913696289,-72.534721374511733,America/Port-au-Prince,-5.0,1.0,EST,EDT
Sud-KivuCD,Sud-Kivu,CD,-3.406670093536377,29.145830154418945,Africa/Lubumbashi,2.0,0.0,CAT,CAT
Sud-OuestCM,Sud-Ouest,CM,4.0241999626159668,9.214900016784668,Africa/Douala,1.0,0.0,WAT,WAT
SudCM,Sud,CM,2.9333300590515137,11.983329772949221,Africa/Douala,1.0,0.0,WAT,WAT
SudHT,Sud,HT,18.283330917358398,-73.133331298828125,America/Port-au-Prince,-5.0,1.0,EST,EDT
SudRW,Sud,RW,-2.6038000583648682,29.743099212646484,Africa/Kigali,2.0,0.0,CAT,CAT
SughdTJ,Sughd,TJ,40.285270690917969,69.627922058105455,Asia/Dushanbe,5.0,0.0,TJT,TJT
SuhajEG,Suhaj,EG,26.76930046081543,31.502140045166016,Africa/Cairo,2.0,0.0,EET,EET
SukhothaiTH,Sukhothai,TH,17.321060180664062,99.560920715332045,Asia/Bangkok,7.0,0.0,ICT,ICT
Sulawesi BaratID,Sulawesi Barat,ID,-3.4323999881744385,119.34349822998048,Asia/Makassar,8.0,0.0,WITA,WITA
Sulawesi SelatanID,Sulawesi Selatan,ID,-4.538599967956543,120.32790374755859,Asia/Makassar,8.0,0.0,WITA,WITA
Sulawesi TengahID,Sulawesi Tengah,ID,1.0391999483108521,120.81690216064452,Asia/Makassar,8.0,0.0,WITA,WITA
Sulawesi TenggaraID,Sulawesi Tenggara,ID,-3.8538999557495122,122.04199981689452,Asia/Makassar,8.0,0.0,WITA,WITA
Sulawesi UtaraID,Sulawesi Utara,ID,1.3037999868392944,124.91120147705078,Asia/Makassar,8.0,0.0,WITA,WITA
Sultan KudaratPH,Sultan Kudarat,PH,6.692500114440918,124.6763916015625,Asia/Manila,8.0,0.0,PHT,PHT
Sumatera BaratID,Sumatera Barat,ID,-0.87203001976013184,100.34278869628906,Asia/Jakarta,7.0,0.0,WIB,WIB
Sumatera SelatanID,Sumatera Selatan,ID,-3.9333300590515137,103.8000030517578,Asia/Jakarta,7.0,0.0,WIB,WIB
Sumatera UtaraID,Sumatera Utara,ID,3.3285000324249268,99.16249847412108,Asia/Jakarta,7.0,0.0,WIB,WIB
SumqayitAZ,Sumqayit,AZ,40.5897216796875,49.668609619140632,Asia/Baku,4.0,1.0,AZT,AZST
Sums'ka Oblast'UA,Sums'ka Oblast',UA,51.947650909423828,33.787590026855469,Europe/Kiev,2.0,1.0,EET,EEST
SundAX,Sund,AX,60.25,20.116670608520508,Europe/Mariehamn,2.0,1.0,EET,EEST
SuourlandIS,Suourland,IS,63.442729949951172,-20.27338981628418,Atlantic/Reykjavik,0.0,0.0,GMT,GMT
SuournesIS,Suournes,IS,64.004920959472656,-22.562419891357425,Atlantic/Reykjavik,0.0,0.0,GMT,GMT
Suphan BuriTH,Suphan Buri,TH,14.375140190124512,99.892250061035156,Asia/Bangkok,7.0,0.0,ICT,ICT
Surat ThaniTH,Surat Thani,TH,8.575650215148924,99.381561279296875,Asia/Bangkok,7.0,0.0,ICT,ICT
Surigao del NortePH,Surigao del Norte,PH,9.654170036315918,125.60250091552734,Asia/Manila,8.0,0.0,PHT,PHT
Surigao del SurPH,Surigao del Sur,PH,9.0783300399780291,126.1986083984375,Asia/Manila,8.0,0.0,PHT,PHT
SurinTH,Surin,TH,14.881810188293455,103.49363708496094,Asia/Bangkok,7.0,0.0,ICT,ICT
SurtLY,Surt,LY,31.208919525146484,16.588659286499027,Africa/Tripoli,2.0,0.0,EET,EET
Suto OrizariMK,Suto Orizari,MK,42.040000915527344,21.424999237060547,Europe/Skopje,1.0,1.0,CET,CEST
Svay RiengKH,Svay Rieng,KH,11.087849617004396,105.79934692382812,Asia/Phnom_Penh,7.0,0.0,ICT,ICT
SverdlovskRU,Sverdlovsk,RU,56.485599517822259,60.133098602294922,Asia/Yekaterinburg,5.0,0.0,YEKT,YEKT
Sveti NikoleMK,Sveti Nikole,MK,41.869560241699219,21.952739715576168,Europe/Skopje,1.0,1.0,CET,CEST
SwietokrzyskiePL,Swietokrzyskie,PL,50.381599426269531,20.593610763549805,Europe/Warsaw,1.0,1.0,CET,CEST
SyddanmarkDK,Syddanmark,DK,55.246391296386719,9.3060398101806641,Europe/Copenhagen,1.0,1.0,CET,CEST
SylhetBD,Sylhet,BD,24.896669387817386,91.871673583984361,Asia/Dhaka,6.0,0.0,BDT,BDT
Syunik'AM,Syunik',AM,39.207538604736328,46.40576171875,Asia/Yerevan,4.0,0.0,AMT,AMT
Szabolcs-Szatmar-BeregHU,Szabolcs-Szatmar-Bereg,HU,48.409061431884773,22.176139831542969,Europe/Budapest,1.0,1.0,CET,CEST
T'ai-peiTW,T'ai-pei,TW,25.014270782470703,121.46719360351562,Asia/Taipei,8.0,0.0,CST,CST
T'ai-wanTW,T'ai-wan,TW,24.83832931518555,121.00778198242188,Asia/Taipei,8.0,0.0,CST,CST
T'bilisiGE,T'bilisi,GE,41.694110870361328,44.83367919921875,Asia/Tbilisi,4.0,0.0,GET,GET
TGTG,TG,TG,6.1374797821044922,1.2122700214385986,Africa/Lome,0.0,0.0,GMT,GMT
THTH,TH,TH,13.75,100.51667022705078,Asia/Bangkok,7.0,0.0,ICT,ICT
TRTR,TR,TR,41.013839721679688,28.94965934753418,Europe/Istanbul,2.0,1.0,EET,EEST
TZTZ,TZ,TZ,-6.8234901428222665,39.269508361816406,Africa/Dar_es_Salaam,3.0,0.0,EAT,EAT
TabascoMX,Tabasco,MX,17.983329772949219,-92.916671752929702,America/Mexico_City,-6.0,1.0,CST,CDT
TaboraTZ,Tabora,TZ,-5.0166702270507804,32.799999237060554,Africa/Dar_es_Salaam,3.0,0.0,EAT,EAT
TabukSA,Tabuk,SA,27.351339340209961,35.690139770507812,Asia/Riyadh,3.0,0.0,AST,AST
TachiraVE,Tachira,VE,7.8187999725341788,-72.224273681640625,America/Caracas,-4.5,0.0,VET,VET
TaclobanPH,Tacloban,PH,11.251110076904297,125.0063934326172,Asia/Manila,8.0,0.0,PHT,PHT
TacnaPE,Tacna,PE,-18.005559921264648,-70.248329162597656,America/Lima,-5.0,0.0,PET,PET
TacuaremboUY,Tacuarembo,UY,-31.733329772949215,-55.983329772949219,America/Montevideo,-2.0,-1.0,UYT,UYST
Tadla-AzilalMA,Tadla-Azilal,MA,32.203678131103523,-6.4665999412536621,Africa/Casablanca,0.0,1.0,WET,WEST
Taegu-jikhalsiKR,Taegu-jikhalsi,KR,35.870281219482422,128.59111022949222,Asia/Seoul,9.0,0.0,KST,KST
Taejon-jikhalsiKR,Taejon-jikhalsi,KR,36.321388244628906,127.4197235107422,Asia/Seoul,9.0,0.0,KST,KST
TagaytayPH,Tagaytay,PH,14.116669654846193,120.96666717529295,Asia/Manila,8.0,0.0,PHT,PHT
TagbilaranPH,Tagbilaran,PH,9.6475000381469727,123.85556030273438,Asia/Manila,8.0,0.0,PHT,PHT
TahouaNE,Tahoua,NE,14.888799667358398,5.2691998481750488,Africa/Niamey,1.0,0.0,WAT,WAT
TaizzYE,Taizz,YE,13.579520225524902,44.020908355712891,Asia/Aden,3.0,0.0,AST,AST
TajikistanTJ,Tajikistan,TJ,38.535751342773438,68.779052734375,Asia/Dushanbe,5.0,0.0,TJT,TJT
TakTH,Tak,TH,16.674400329589847,99.269027709960923,Asia/Bangkok,7.0,0.0,ICT,ICT
TalasKG,Talas,KG,42.354728698730469,72.656776428222656,Asia/Bishkek,6.0,0.0,KGT,KGT
Talofofo MunicipalityGU,Talofofo Municipality,GU,13.354800224304199,144.75588989257812,Pacific/Guam,10.0,0.0,ChST,ChST
TalsuLV,Talsu,LV,57.245620727539062,22.581369400024411,Europe/Riga,2.0,1.0,EET,EEST
TamanghassetDZ,Tamanghasset,DZ,27.193510055541989,2.4606900215148926,Africa/Algiers,1.0,0.0,CET,CET
TamaulipasMX,Tamaulipas,MX,23.016670227050781,-98.883331298828125,America/Monterrey,-6.0,1.0,CST,CDT
TambacoundaSN,Tambacounda,SN,13.753890037536619,-13.758609771728516,Africa/Dakar,0.0,0.0,GMT,GMT
Tambovskaya oblastRU,Tambovskaya oblast,RU,52.416698455810547,41.431079864501953,Europe/Moscow,3.0,0.0,MSK,MSK
Tamil NaduIN,Tamil Nadu,IN,12.766670227050779,79.783332824707017,Asia/Kolkata,5.5,0.0,IST,IST
Tamuning-Tumon-Harmon MunicipalityGU,Tamuning-Tumon-Harmon Municipality,GU,13.487730026245115,144.78138732910156,Pacific/Guam,10.0,0.0,ChST,ChST
TangaTZ,Tanga,TZ,-5.0666699409484863,39.099998474121094,Africa/Dar_es_Salaam,3.0,0.0,EAT,EAT
Tanger-TetouanMA,Tanger-Tetouan,MA,34.803211212158196,-5.3445801734924316,Africa/Casablanca,0.0,1.0,WET,WEST
TangubPH,Tangub,PH,8.060000419616701,123.75,Asia/Manila,8.0,0.0,PHT,PHT
TaracliaMD,Taraclia,MD,45.900001525878899,28.668889999389648,Europe/Chisinau,2.0,1.0,EET,EEST
TaranakiNZ,Taranaki,NZ,-38.924999237060547,174.25,Pacific/Auckland,13.0,-1.0,NZDT,NZST
TarapacaCL,Tarapaca,CL,-20.220830917358398,-70.143058776855455,America/Santiago,-3.0,1.0,CLT,CLST
TarijaBO,Tarija,BO,-21.535490036010746,-64.729560852050781,America/La_Paz,-4.0,0.0,BOT,BOT
TarlacPH,Tarlac,PH,15.592800140380859,120.48670196533205,Asia/Manila,8.0,0.0,PHT,PHT
TartarAZ,Tartar,AZ,40.345001220703132,46.928890228271491,Asia/Baku,4.0,1.0,AZT,AZST
TartumaaEE,Tartumaa,EE,58.380619049072259,26.725090026855469,Europe/Tallinn,2.0,1.0,EET,EEST
TartusSY,Tartus,SY,35.181880950927727,35.948711395263672,Asia/Damascus,2.0,1.0,EET,EEST
TasmanNZ,Tasman,NZ,-41.400001525878906,173.05000305175781,Pacific/Auckland,13.0,-1.0,NZDT,NZST
TasmaniaAU,Tasmania,AU,-41.483318328857422,147.17066955566406,Australia/Hobart,11.0,-1.0,AEDT,AEST
TataouineTN,Tataouine,TN,32.929668426513672,10.451769828796387,Africa/Tunis,1.0,0.0,CET,CET
TatarstanRU,Tatarstan,RU,55.843761444091797,48.517841339111328,Europe/Moscow,3.0,0.0,MSK,MSK
Taurages ApskritisLT,Taurages Apskritis,LT,55.252220153808594,22.28972053527832,Europe/Vilnius,2.0,1.0,EET,EEST
Tavastia ProperFI,Tavastia Proper,FI,60.799999237060547,23.283330917358398,Europe/Helsinki,2.0,1.0,EET,EEST
TavushAM,Tavush,AM,40.987960815429688,45.207939147949219,Asia/Yerevan,4.0,0.0,AMT,AMT
TawitawiPH,Tawitawi,PH,5.029170036315918,119.77306365966795,Asia/Manila,8.0,0.0,PHT,PHT
Tay NinhVN,Tay Ninh,VN,11.300000190734865,106.09999847412108,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Taza-Al Hoceima-TaounateMA,Taza-Al Hoceima-Taounate,MA,34.209999084472656,-4.0100002288818368,Africa/Casablanca,0.0,1.0,WET,WEST
TearceMK,Tearce,MK,42.067779541015625,21.037500381469727,Europe/Skopje,1.0,1.0,CET,CEST
TebessaDZ,Tebessa,DZ,35.404170989990234,8.1241703033447283,Africa/Algiers,1.0,0.0,CET,CET
TehranIR,Tehran,IR,35.324199676513672,51.645698547363281,Asia/Tehran,3.5,1.0,IRST,IRDT
TekirdagTR,Tekirdag,TR,40.978008270263672,27.50852012634277,Europe/Istanbul,2.0,1.0,EET,EEST
Tel AvivIL,Tel Aviv,IL,32.050430297851555,34.752239227294922,Asia/Jerusalem,2.0,1.0,IST,IDT
TelanganaIN,Telangana,IN,17.683330535888672,77.616668701171875,Asia/Kolkata,5.5,0.0,IST,IST
TelemarkNO,Telemark,NO,59.283821105957031,9.264590263366701,Europe/Oslo,1.0,1.0,CET,CEST
TelenestiMD,Telenesti,MD,47.499721527099609,28.365560531616211,Europe/Chisinau,2.0,1.0,EET,EEST
TeleormanRO,Teleorman,RO,43.666671752929688,25.366670608520511,Europe/Bucharest,2.0,1.0,EET,EEST
Telsiu ApskritisLT,Telsiu Apskritis,LT,55.740558624267578,22.36444091796875,Europe/Vilnius,2.0,1.0,EET,EEST
TennesseeUS,Tennessee,US,35.862583160400391,-88.378463745117188,America/Chicago,-6.0,1.0,CST,CDT
TerengganuMY,Terengganu,MY,4.6374001502990723,103.43679809570312,Asia/Kuala_Lumpur,8.0,0.0,MYT,MYT
Ternopil's'ka Oblast'UA,Ternopil's'ka Oblast',UA,48.909500122070312,25.339260101318359,Europe/Kiev,2.0,1.0,EET,EEST
TeteMZ,Tete,MZ,-16.156389236450195,33.586669921875,Africa/Maputo,2.0,0.0,CAT,CAT
TetovoMK,Tetovo,MK,42.01055908203125,20.971389770507809,Europe/Skopje,1.0,1.0,CET,CEST
TexasUS,Texas,US,31.676109313964844,-98.794723510742202,America/Chicago,-6.0,1.0,CST,CDT
Thai BinhVN,Thai Binh,VN,20.450000762939453,106.33332824707031,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Thai NguyenVN,Thai Nguyen,VN,21.592779159545895,105.84416961669922,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Thanh HoaVN,Thanh Hoa,VN,19.799999237060547,105.76667022705078,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
ThesprotiaGR,Thesprotia,GR,39.503890991210938,20.265560150146484,Europe/Athens,2.0,1.0,EET,EEST
ThessalonikiGR,Thessaloniki,GR,40.479660034179688,23.13694953918457,Europe/Athens,2.0,1.0,EET,EEST
ThiesSN,Thies,SN,14.783329963684082,-16.966669082641598,Africa/Dakar,0.0,0.0,GMT,GMT
ThimphuBT,Thimphu,BT,27.46608924865723,89.64190673828125,Asia/Thimphu,6.0,0.0,BTT,BTT
Thua ThienVN,Thua Thien,VN,21.183330535888672,106.0500030517578,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
ThurgauCH,Thurgau,CH,47.596950531005859,9.0313997268676776,Europe/Zurich,1.0,1.0,CET,CEST
ThuringenDE,Thuringen,DE,50.9586181640625,11.617449760437012,Europe/Berlin,1.0,1.0,CET,CEST
TianjinCN,Tianjin,CN,39.657779693603523,117.29167175292969,Asia/Shanghai,8.0,0.0,CST,CST
TiaretDZ,Tiaret,DZ,35.371028900146484,1.3169900178909302,Africa/Algiers,1.0,0.0,CET,CET
TicinoCH,Ticino,CH,45.840728759765618,8.9823598861694336,Europe/Zurich,1.0,1.0,CET,CEST
Tien GiangVN,Tien Giang,VN,10.350000381469727,106.34999847412108,Asia/Ho_Chi_Minh,7.0,0.0,ICT,ICT
Tierra del FuegoAR,Tierra del Fuego,AR,-54.799999237060547,-68.300003051757812,America/Argentina/Ushuaia,-3.0,0.0,ART,ART
TigrayET,Tigray,ET,13.496669769287108,39.47528076171875,Africa/Addis_Ababa,3.0,0.0,EAT,EAT
TimisRO,Timis,RO,45.640560150146477,21.892780303955078,Europe/Bucharest,2.0,1.0,EET,EEST
Timor-LesteTL,Timor-Leste,TL,-8.5586099624633789,125.5736083984375,Asia/Dili,9.0,0.0,TLT,TLT
TindoufDZ,Tindouf,DZ,27.671110153198239,-8.1474399566650391,Africa/Algiers,1.0,0.0,CET,CET
TipazaDZ,Tipaza,DZ,36.711688995361328,2.8424398899078369,Africa/Algiers,1.0,0.0,CET,CET
Tipperary North RidingIE,Tipperary North Riding,IE,52.95111083984375,-7.8016700744628915,Europe/Dublin,0.0,1.0,GMT,IST
TipperaryIE,Tipperary,IE,52.473331451416023,-8.1558303833007812,Europe/Dublin,0.0,1.0,GMT,IST
TiraneAL,Tirane,AL,41.390830993652337,19.655000686645508,Europe/Tirane,1.0,1.0,CET,CEST
TirolAT,Tirol,AT,47.283329010009773,11.233329772949221,Europe/Vienna,1.0,1.0,CET,CEST
TissemsiltDZ,Tissemsilt,DZ,35.607219696044922,1.8108099699020384,Africa/Algiers,1.0,0.0,CET,CET
Tizi OuzouDZ,Tizi Ouzou,DZ,36.711818695068359,4.0459098815917969,Africa/Algiers,1.0,0.0,CET,CET
TlaxcalaMX,Tlaxcala,MX,19.215280532836914,-98.2388916015625,America/Mexico_City,-6.0,1.0,CST,CDT
TlemcenDZ,Tlemcen,DZ,34.878330230712891,-1.315000057220459,Africa/Algiers,1.0,0.0,CET,CET
Toa AltaPR,Toa Alta,PR,18.368560791015625,-66.216827392578111,America/Puerto_Rico,-4.0,0.0,AST,AST
Toa BajaPR,Toa Baja,PR,18.443840026855469,-66.259613037109389,America/Puerto_Rico,-4.0,0.0,AST,AST
ToamasinaMG,Toamasina,MG,-18.166669845581048,49.383331298828132,Indian/Antananarivo,3.0,0.0,EAT,EAT
TobagoTT,Tobago,TT,11.183329582214355,-60.733329772949219,America/Port_of_Spain,-4.0,0.0,AST,AST
TocantinsBR,Tocantins,BR,-12.403889656066895,-46.436111450195312,America/Araguaina,-3.0,0.0,BRT,BRT
TochigiJP,Tochigi,JP,36.799999237060547,139.93299865722656,Asia/Tokyo,9.0,0.0,JST,JST
TokatTR,Tokat,TR,40.303058624267578,35.886390686035156,Europe/Istanbul,2.0,1.0,EET,EEST
TokelauTK,Tokelau,TK,-9.3851604461669922,-171.24674987792969,Pacific/Fakaofo,13.0,0.0,TKT,TKT
TokushimaJP,Tokushima,JP,34.063060760498054,134.36138916015622,Asia/Tokyo,9.0,0.0,JST,JST
TokyoJP,Tokyo,JP,35.689506530761719,139.69169616699222,Asia/Tokyo,9.0,0.0,JST,JST
ToledoPH,Toledo,PH,10.379170417785645,123.64193725585938,Asia/Manila,8.0,0.0,PHT,PHT
ToliaraMG,Toliara,MG,-23.35000038146973,43.666671752929688,Indian/Antananarivo,3.0,0.0,EAT,EAT
TolimaCO,Tolima,CO,4.1986899375915536,-75.117332458496094,America/Bogota,-5.0,0.0,COT,COT
TolminSI,Tolmin,SI,46.183040618896477,13.733209609985352,Europe/Ljubljana,1.0,1.0,CET,CEST
TolnaHU,Tolna,HU,46.410839080810547,18.565769195556641,Europe/Budapest,1.0,1.0,CET,CEST
TomskRU,Tomsk,RU,56.5,84.966667175292983,Asia/Novosibirsk,6.0,0.0,NOVT,NOVT
TongatapuTO,Tongatapu,TO,-21.133329391479489,-175.19999694824219,Pacific/Tongatapu,13.0,0.0,TOT,TOT
TororoUG,Tororo,UG,0.6929900050163269,34.180850982666016,Africa/Kampala,3.0,0.0,EAT,EAT
ToscanaIT,Toscana,IT,43.400341033935547,10.860019683837892,Europe/Rome,1.0,1.0,CET,CEST
Toshkent ShahriUZ,Toshkent Shahri,UZ,41.2646484375,69.216270446777344,Asia/Tashkent,5.0,0.0,UZT,UZT
ToshkentUZ,Toshkent,UZ,41.186668395996094,69.145278930664062,Asia/Tashkent,5.0,0.0,UZT,UZT
TottoriJP,Tottori,JP,35.432998657226562,133.33299255371094,Asia/Tokyo,9.0,0.0,JST,JST
TovuzAZ,Tovuz,AZ,40.992221832275391,45.628890991210938,Asia/Baku,4.0,1.0,AZT,AZST
